1.,0.,41.
1.,8.,2.
4.,0.,36.
4.,0.,47.
2.,0.,43.
5.,12.,0.
4.,0.,39.
1.,0.,1.
1.,0.,58.
5.,15.,0.
2.,17.,0.
1.,6.,1.
2.,19.,0.
4.,0.,42.
5.,16.,0.
3.,15.,3.
5.,18.,1.
5.,0.,55.
4.,0.,0.
4.,0.,43.
5.,16.,0.
3.,10.,0.
1.,4.,0.
1.,0.,31.
4.,0.,46.
1.,0.,33.
2.,0.,58.
5.,18.,0.
4.,0.,0.
5.,16.,0.
5.,0.,44.
3.,13.,2.
2.,18.,2.
1.,0.,1.
5.,0.,43.
1.,0.,1.
3.,12.,1.
2.,0.,54.
5.,16.,0.
5.,21.,1.
1.,0.,38.
3.,19.,0.
4.,0.,45.
5.,0.,52.
5.,0.,42.
4.,0.,1.
5.,13.,1.
3.,1.,0.
4.,0.,1.
5.,15.,1.
3.,16.,0.
3.,9.,1.
1.,0.,48.
1.,0.,40.
1.,7.,0.
2.,0.,1.
1.,0.,0.
1.,8.,1.
2.,17.,2.
5.,18.,0.
4.,0.,1.
5.,10.,0.
1.,0.,43.
4.,0.,44.
3.,0.,0.
2.,0.,55.
5.,20.,0.
5.,13.,1.
5.,19.,0.
1.,8.,0.
2.,19.,0.
2.,8.,0.
1.,7.,0.
2.,26.,0.
2.,7.,0.
5.,1.,39.
5.,0.,49.
3.,1.,57.
4.,0.,46.
1.,0.,37.
4.,0.,46.
4.,0.,0.
5.,13.,0.
5.,18.,1.
4.,0.,43.
4.,0.,0.
1.,0.,36.
4.,0.,51.
5.,1.,51.
1.,0.,39.
5.,19.,2.
4.,0.,45.
4.,0.,0.
4.,0.,47.
4.,0.,45.
5.,13.,0.
4.,0.,58.
3.,11.,0.
3.,12.,0.
2.,0.,48.
1.,0.,43.
2.,1.,46.
1.,0.,46.
4.,0.,52.
3.,0.,0.
1.,0.,41.
3.,15.,1.
4.,0.,47.
2.,0.,49.
2.,0.,48.
5.,11.,1.
1.,0.,43.
4.,0.,44.
5.,0.,52.
3.,26.,0.
3.,0.,0.
5.,17.,0.
1.,0.,46.
4.,0.,0.
1.,16.,1.
3.,19.,1.
2.,0.,43.
4.,0.,29.
5.,16.,0.
2.,12.,0.
1.,0.,0.
2.,0.,1.
4.,0.,49.
5.,14.,0.
1.,8.,0.
4.,0.,39.
4.,0.,40.
3.,0.,0.
1.,4.,2.
3.,0.,0.
1.,0.,38.
4.,0.,59.
2.,12.,0.
5.,0.,43.
2.,21.,0.
1.,5.,0.
3.,17.,0.
2.,16.,1.
1.,13.,3.
2.,0.,52.
2.,11.,2.
3.,9.,1.
2.,17.,3.
2.,0.,0.
3.,0.,0.
2.,16.,1.
5.,17.,2.
4.,0.,39.
1.,0.,0.
4.,0.,63.
5.,12.,0.
2.,13.,1.
3.,0.,0.
4.,0.,41.
1.,15.,1.
2.,1.,38.
5.,0.,39.
3.,0.,0.
2.,0.,39.
3.,0.,0.
5.,0.,33.
5.,16.,0.
5.,16.,0.
5.,7.,3.
4.,0.,41.
4.,0.,48.
3.,12.,0.
1.,0.,0.
1.,13.,0.
4.,0.,46.
3.,0.,0.
3.,15.,0.
1.,21.,0.
4.,1.,41.
5.,0.,55.
1.,0.,44.
1.,0.,29.
4.,0.,2.
1.,0.,56.
1.,25.,1.
5.,13.,0.
5.,1.,44.
2.,12.,0.
2.,19.,0.
5.,12.,2.
4.,0.,0.
4.,0.,51.
1.,0.,39.
1.,0.,49.
3.,19.,2.
4.,1.,48.
2.,0.,46.
2.,0.,34.
1.,18.,0.
2.,0.,43.
2.,0.,34.
1.,0.,0.
5.,16.,1.
5.,11.,1.
2.,15.,0.
4.,0.,53.
1.,11.,1.
2.,19.,2.
4.,0.,47.
3.,0.,1.
5.,15.,0.
5.,0.,43.
2.,0.,46.
1.,0.,0.
3.,18.,0.
2.,22.,0.
1.,0.,29.
1.,1.,0.
1.,0.,0.
5.,16.,0.
5.,0.,36.
4.,0.,0.
4.,0.,0.
3.,20.,0.
4.,0.,50.
3.,16.,1.
1.,0.,49.
5.,11.,1.
4.,0.,35.
2.,0.,42.
5.,19.,59.
3.,0.,0.
5.,16.,0.
1.,0.,48.
5.,0.,46.
4.,0.,38.
4.,0.,50.
5.,0.,57.
3.,0.,40.
1.,12.,0.
5.,10.,0.
1.,14.,0.
3.,11.,0.
1.,11.,0.
3.,15.,0.
3.,0.,0.
1.,0.,42.
5.,0.,58.
5.,0.,47.
1.,18.,2.
2.,0.,42.
5.,19.,1.
2.,0.,35.
2.,14.,0.
4.,0.,45.
3.,0.,0.
1.,0.,1.
3.,0.,0.
4.,0.,49.
2.,0.,43.
4.,0.,68.
3.,17.,1.
1.,17.,0.
5.,22.,2.
2.,0.,51.
5.,9.,0.
1.,0.,2.
2.,0.,57.
1.,14.,1.
3.,18.,0.
2.,0.,0.
2.,15.,0.
1.,20.,0.
4.,0.,52.
5.,13.,0.
5.,10.,1.
5.,22.,0.
3.,16.,1.
2.,0.,39.
3.,0.,1.
3.,0.,38.
3.,16.,1.
5.,9.,0.
3.,13.,0.
5.,11.,2.
5.,11.,1.
3.,10.,1.
3.,0.,1.
2.,0.,47.
5.,12.,2.
2.,0.,57.
3.,19.,0.
2.,9.,0.
2.,18.,1.
3.,0.,40.
5.,0.,40.
3.,1.,0.
1.,0.,30.
2.,0.,38.
5.,0.,54.
5.,18.,1.
2.,0.,49.
2.,19.,0.
2.,0.,42.
4.,0.,47.
3.,13.,0.
4.,0.,1.
