1,0,56
1,17,0
1,15,0
1,0,44
3,0,45
1,13,0
5,0,52
5,0,42
4,0,34
3,0,0
4,0,0
2,0,45
3,0,48
5,14,0
1,0,49
2,0,32
2,13,0
5,13,1
1,16,1
5,0,44
2,0,45
1,0,42
2,5,1
3,0,44
5,0,38
2,0,48
5,0,38
5,0,40
1,0,41
5,0,43
1,0,42
4,0,30
3,0,49
2,0,42
3,0,44
2,0,45
3,18,1
5,8,0
3,0,60
1,0,47
3,0,48
3,14,0
3,8,0
2,0,51
4,17,0
1,8,0
3,12,0
1,0,48
5,0,45
4,15,1
5,17,0
2,11,0
4,6,0
2,0,0
5,0,36
3,15,0
1,10,0
5,18,1
5,9,0
5,0,0
2,16,1
3,0,39
2,16,0
5,14,0
5,19,0
3,0,59
3,0,57
5,0,35
4,7,0
1,15,0
1,19,0
4,10,0
1,11,0
1,0,0
3,13,1
3,1,47
5,0,0
1,15,0
4,11,0
1,0,43
2,22,0
4,1,45
2,13,0
5,0,47
4,0,56
2,11,0
4,0,46
1,0,49
3,4,0
4,0,44
3,0,54
3,0,51
2,14,0
5,0,0
2,11,0
5,0,43
1,17,1
2,0,38
1,1,0
5,0,0
1,0,38
1,0,43
1,13,1
2,0,59
2,19,0
3,0,48
4,0,45
4,12,0
3,0,40
3,0,44
1,1,45
4,10,0
5,0,44
1,14,0
2,0,42
3,0,39
1,0,53
4,0,40
1,17,1
1,0,1
5,0,42
5,0,48
5,0,53
5,0,53
3,0,0
5,14,0
1,13,0
3,0,0
3,0,51
5,16,0
3,11,0
1,17,0
5,9,0
5,0,47
3,11,0
3,14,1
4,12,0
4,0,40
5,15,0
2,5,0
3,0,41
5,6,0
4,12,0
3,15,0
1,0,47
1,13,0
5,0,52
4,0,45
3,0,0
5,13,1
1,11,0
5,0,52
3,0,1
5,0,44
3,0,48
2,15,0
1,1,54
1,10,0
2,0,44
3,7,0
4,10,0
1,18,0
2,10,0
2,0,41
4,0,59
2,13,0
5,0,40
3,6,26
3,0,38
5,0,48
5,10,0
5,17,0
5,11,0
5,0,0
3,13,0
1,0,38
3,10,0
2,11,0
5,9,0
2,0,33
1,15,0
1,16,0
4,0,48
1,1,42
5,0,39
2,0,0
3,0,48
5,14,0
