4.,17.,0.
5.,0.,45.
2.,0.,0.
4.,11.,1.
3.,0.,41.
4.,10.,0.
5.,0.,0.
3.,0.,39.
4.,11.,0.
2.,17.,1.
3.,0.,44.
4.,12.,0.
3.,0.,37.
2.,14.,0.
2.,13.,0.
2.,11.,0.
5.,0.,0.
2.,0.,1.
3.,0.,49.
1.,15.,47.
4.,14.,0.
4.,13.,0.
5.,0.,41.
4.,17.,1.
5.,0.,0.
2.,13.,0.
5.,0.,45.
4.,20.,0.
3.,1.,45.
3.,0.,44.
1.,0.,51.
2.,8.,0.
2.,28.,0.
2.,0.,0.
1.,0.,40.
5.,0.,0.
2.,11.,0.
2.,9.,1.
5.,1.,0.
5.,0.,40.
3.,0.,49.
2.,0.,0.
3.,0.,35.
5.,0.,40.
1.,0.,44.
4.,13.,2.
5.,0.,1.
4.,11.,0.
3.,0.,47.
2.,13.,0.
5.,0.,1.
5.,0.,2.
2.,1.,1.
1.,0.,1.
5.,0.,53.
4.,8.,0.
3.,0.,46.
1.,1.,36.
2.,0.,0.
2.,0.,1.
4.,9.,0.
3.,0.,46.
2.,0.,0.
1.,0.,39.
1.,14.,0.
2.,11.,0.
4.,11.,0.
4.,19.,0.
1.,15.,1.
2.,0.,0.
5.,0.,1.
1.,0.,43.
1.,0.,43.
2.,0.,0.
4.,12.,1.
3.,0.,53.
4.,15.,0.
1.,13.,1.
5.,0.,39.
2.,0.,1.
3.,0.,51.
5.,0.,55.
5.,0.,0.
5.,0.,39.
4.,17.,1.
2.,20.,0.
4.,15.,0.
2.,12.,2.
1.,7.,1.
5.,0.,37.
1.,0.,50.
3.,0.,41.
3.,0.,52.
5.,0.,50.
3.,0.,48.
4.,15.,0.
2.,20.,0.
5.,0.,53.
4.,10.,1.
4.,16.,0.
2.,15.,1.
5.,0.,0.
1.,0.,42.
4.,14.,1.
4.,13.,0.
4.,10.,0.
5.,0.,0.
2.,0.,0.
1.,0.,0.
1.,18.,0.
1.,13.,0.
4.,17.,1.
4.,10.,0.
3.,0.,33.
3.,0.,45.
2.,0.,0.
3.,0.,34.
4.,14.,0.
4.,11.,0.
5.,0.,47.
5.,0.,36.
1.,15.,1.
4.,10.,2.
2.,0.,0.
1.,0.,36.
1.,0.,38.
1.,17.,0.
3.,0.,50.
1.,11.,1.
3.,0.,41.
1.,9.,1.
2.,15.,0.
4.,18.,0.
1.,0.,46.
4.,12.,0.
5.,0.,1.
4.,10.,0.
1.,0.,44.
1.,10.,0.
3.,0.,46.
1.,11.,0.
5.,0.,39.
5.,0.,52.
5.,0.,50.
1.,0.,41.
2.,13.,2.
2.,0.,1.
2.,20.,1.
1.,0.,35.
5.,0.,44.
2.,0.,1.
5.,0.,0.
5.,0.,54.
1.,0.,0.
2.,12.,1.
1.,10.,0.
5.,0.,1.
1.,0.,0.
2.,0.,1.
3.,0.,40.
3.,0.,52.
2.,0.,1.
4.,15.,0.
5.,0.,2.
1.,0.,45.
3.,0.,46.
4.,6.,3.
1.,12.,0.
5.,0.,42.
2.,18.,0.
1.,0.,0.
1.,0.,52.
3.,0.,47.
3.,0.,48.
3.,0.,47.
4.,8.,1.
4.,9.,1.
4.,15.,0.
2.,0.,0.
3.,0.,36.
1.,0.,39.
5.,0.,0.
1.,0.,2.
2.,15.,0.
1.,0.,0.
3.,0.,52.
4.,10.,0.
4.,10.,0.
5.,0.,0.
1.,0.,46.
3.,1.,43.
3.,0.,47.
1.,0.,0.
5.,0.,0.
1.,10.,2.
1.,0.,30.
4.,11.,0.
4.,7.,1.
2.,0.,0.
5.,0.,0.
1.,0.,39.
1.,0.,0.
2.,0.,0.
4.,15.,1.
2.,0.,0.
2.,16.,1.
2.,13.,0.
2.,0.,0.
3.,0.,40.
5.,0.,1.
3.,0.,35.
1.,0.,50.
4.,10.,1.
2.,0.,0.
1.,0.,45.
5.,0.,0.
1.,1.,57.
4.,8.,1.
4.,14.,0.
3.,0.,49.
5.,0.,0.
4.,13.,1.
4.,14.,1.
5.,0.,37.
5.,0.,3.
4.,17.,0.
1.,16.,1.
5.,0.,42.
4.,11.,1.
3.,0.,31.
3.,0.,39.
2.,0.,1.
3.,0.,41.
1.,12.,1.
2.,0.,0.
1.,15.,2.
3.,0.,47.
4.,13.,0.
4.,21.,1.
1.,0.,0.
1.,0.,41.
5.,0.,46.
4.,0.,43.
2.,0.,0.
2.,20.,0.
1.,0.,54.
2.,0.,2.
1.,0.,35.
4.,12.,0.
4.,21.,0.
5.,0.,0.
2.,0.,0.
1.,16.,0.
1.,0.,47.
2.,17.,0.
3.,0.,50.
3.,1.,42.
2.,0.,0.
5.,0.,42.
4.,11.,0.
5.,0.,1.
2.,0.,0.
5.,0.,46.
5.,0.,1.
4.,8.,1.
5.,0.,47.
3.,0.,45.
1.,23.,0.
4.,8.,0.
1.,20.,1.
5.,0.,39.
4.,9.,0.
3.,0.,38.
3.,0.,51.
4.,5.,1.
3.,0.,35.
5.,0.,51.
4.,11.,0.
4.,13.,0.
2.,0.,0.
3.,0.,56.
2.,17.,0.
2.,0.,3.
4.,11.,0.
2.,0.,0.
5.,1.,0.
1.,15.,0.
4.,14.,1.
3.,0.,48.
4.,12.,0.
2.,0.,1.
3.,0.,33.
2.,12.,0.
4.,9.,0.
4.,8.,0.
3.,0.,43.
1.,0.,56.
5.,0.,0.
5.,0.,0.
4.,10.,0.
1.,15.,0.
1.,11.,0.
1.,0.,44.
3.,0.,51.
1.,0.,54.
3.,0.,47.
1.,17.,1.
3.,0.,43.
1.,15.,0.
1.,9.,0.
5.,0.,45.
3.,0.,43.
2.,0.,0.
3.,0.,48.
4.,9.,0.
5.,0.,0.
5.,0.,0.
5.,0.,2.
3.,0.,42.
3.,0.,45.
3.,0.,43.
5.,0.,0.
5.,0.,38.
2.,0.,2.
